algorithm,failure_type,n,f,seed,repetition,leader_elected,leader_correct,leader_agreement,values_committed,values_correct,steps,terminated
raft_robust,crash_permanent,31,10,195,9,true,true,1.0000,1.0000,1.0000,800,true
bully,crash_permanent,31,11,42,0,true,true,1.0000,1.0000,1.0000,3304,true
bully,crash_permanent,31,11,59,1,true,true,1.0000,1.0000,1.0000,3161,true
bully,crash_permanent,31,11,76,2,true,true,1.0000,1.0000,1.0000,3411,true
bully,crash_permanent,31,11,93,3,true,true,1.0000,1.0000,1.0000,3536,true
bully,crash_permanent,31,11,110,4,true,true,1.0000,1.0000,1.0000,3334,true
bully,crash_permanent,31,11,127,5,true,true,1.0000,1.0000,1.0000,3503,true
bully,crash_permanent,31,11,144,6,true,true,1.0000,1.0000,1.0000,3420,true
bully,crash_permanent,31,11,161,7,true,true,1.0000,1.0000,1.0000,3360,true
bully,crash_permanent,31,11,178,8,true,true,1.0000,1.0000,1.0000,3470,true
bully,crash_permanent,31,11,195,9,true,true,1.0000,1.0000,1.0000,3554,true
raft,crash_permanent,31,11,42,0,true,true,1.0000,1.0000,1.0000,899,true
raft,crash_permanent,31,11,59,1,true,true,1.0000,1.0000,1.0000,691,true
raft,crash_permanent,31,11,76,2,true,true,1.0000,1.0000,1.0000,933,true
raft,crash_permanent,31,11,93,3,true,true,1.0000,1.0000,1.0000,788,true
raft,crash_permanent,31,11,110,4,true,true,1.0000,1.0000,1.0000,936,true
raft,crash_permanent,31,11,127,5,true,true,1.0000,1.0000,1.0000,776,true
raft,crash_permanent,31,11,144,6,true,true,1.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,11,161,7,true,true,1.0000,1.0000,1.0000,774,true
raft,crash_permanent,31,11,178,8,true,true,1.0000,1.0000,1.0000,851,true
raft,crash_permanent,31,11,195,9,true,true,1.0000,1.0000,1.0000,738,true
raft_robust,crash_permanent,31,11,42,0,true,true,1.0000,1.0000,1.0000,899,true
raft_robust,crash_permanent,31,11,59,1,true,true,1.0000,1.0000,1.0000,691,true
raft_robust,crash_permanent,31,11,76,2,true,true,1.0000,1.0000,1.0000,933,true
raft_robust,crash_permanent,31,11,93,3,true,true,1.0000,1.0000,1.0000,788,true
raft_robust,crash_permanent,31,11,110,4,true,true,1.0000,1.0000,1.0000,936,true
raft_robust,crash_permanent,31,11,127,5,true,true,1.0000,1.0000,1.0000,776,true
raft_robust,crash_permanent,31,11,144,6,true,true,1.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,11,161,7,true,true,1.0000,1.0000,1.0000,774,true
raft_robust,crash_permanent,31,11,178,8,true,true,1.0000,1.0000,1.0000,851,true
raft_robust,crash_permanent,31,11,195,9,true,true,1.0000,1.0000,1.0000,738,true
bully,crash_permanent,31,12,42,0,true,true,1.0000,1.0000,1.0000,3274,true
bully,crash_permanent,31,12,59,1,true,true,1.0000,1.0000,1.0000,3122,true
bully,crash_permanent,31,12,76,2,true,true,1.0000,1.0000,1.0000,3112,true
bully,crash_permanent,31,12,93,3,true,true,1.0000,1.0000,1.0000,3270,true
bully,crash_permanent,31,12,110,4,true,true,1.0000,1.0000,1.0000,3381,true
bully,crash_permanent,31,12,127,5,true,true,1.0000,1.0000,1.0000,3298,true
bully,crash_permanent,31,12,144,6,true,true,1.0000,1.0000,1.0000,3376,true
bully,crash_permanent,31,12,161,7,true,true,1.0000,1.0000,1.0000,3290,true
bully,crash_permanent,31,12,178,8,true,true,1.0000,1.0000,1.0000,3334,true
bully,crash_permanent,31,12,195,9,true,true,1.0000,1.0000,1.0000,3211,true
raft,crash_permanent,31,12,42,0,true,true,1.0000,1.0000,1.0000,1179,true
raft,crash_permanent,31,12,59,1,true,true,1.0000,1.0000,1.0000,769,true
raft,crash_permanent,31,12,76,2,true,true,1.0000,1.0000,1.0000,866,true
raft,crash_permanent,31,12,93,3,true,true,1.0000,1.0000,1.0000,722,true
raft,crash_permanent,31,12,110,4,true,true,1.0000,1.0000,1.0000,911,true
raft,crash_permanent,31,12,127,5,true,true,1.0000,1.0000,1.0000,766,true
raft,crash_permanent,31,12,144,6,true,true,1.0000,1.0000,1.0000,1022,true
raft,crash_permanent,31,12,161,7,true,true,1.0000,1.0000,1.0000,763,true
raft,crash_permanent,31,12,178,8,true,true,1.0000,1.0000,1.0000,816,true
raft,crash_permanent,31,12,195,9,true,true,1.0000,1.0000,1.0000,679,true
raft_robust,crash_permanent,31,12,42,0,true,true,1.0000,1.0000,1.0000,1179,true
raft_robust,crash_permanent,31,12,59,1,true,true,1.0000,1.0000,1.0000,769,true
raft_robust,crash_permanent,31,12,76,2,true,true,1.0000,1.0000,1.0000,866,true
raft_robust,crash_permanent,31,12,93,3,true,true,1.0000,1.0000,1.0000,722,true
raft_robust,crash_permanent,31,12,110,4,true,true,1.0000,1.0000,1.0000,911,true
raft_robust,crash_permanent,31,12,127,5,true,true,1.0000,1.0000,1.0000,766,true
raft_robust,crash_permanent,31,12,144,6,true,true,1.0000,1.0000,1.0000,1022,true
raft_robust,crash_permanent,31,12,161,7,true,true,1.0000,1.0000,1.0000,763,true
raft_robust,crash_permanent,31,12,178,8,true,true,1.0000,1.0000,1.0000,816,true
raft_robust,crash_permanent,31,12,195,9,true,true,1.0000,1.0000,1.0000,679,true
bully,crash_permanent,31,13,42,0,true,true,1.0000,1.0000,1.0000,3123,true
bully,crash_permanent,31,13,59,1,true,true,1.0000,1.0000,1.0000,3200,true
bully,crash_permanent,31,13,76,2,true,true,1.0000,1.0000,1.0000,3313,true
bully,crash_permanent,31,13,93,3,true,true,1.0000,1.0000,1.0000,3283,true
bully,crash_permanent,31,13,110,4,true,true,1.0000,1.0000,1.0000,3177,true
bully,crash_permanent,31,13,127,5,true,true,1.0000,1.0000,1.0000,3260,true
bully,crash_permanent,31,13,144,6,true,true,1.0000,1.0000,1.0000,3104,true
bully,crash_permanent,31,13,161,7,true,true,1.0000,1.0000,1.0000,3092,true
bully,crash_permanent,31,13,178,8,true,true,1.0000,1.0000,1.0000,2906,true
bully,crash_permanent,31,13,195,9,true,true,1.0000,1.0000,1.0000,3199,true
raft,crash_permanent,31,13,42,0,true,true,1.0000,1.0000,1.0000,1248,true
raft,crash_permanent,31,13,59,1,true,true,1.0000,1.0000,1.0000,943,true
raft,crash_permanent,31,13,76,2,true,true,1.0000,1.0000,1.0000,954,true
raft,crash_permanent,31,13,93,3,true,true,1.0000,1.0000,1.0000,803,true
raft,crash_permanent,31,13,110,4,true,true,1.0000,1.0000,1.0000,932,true
raft,crash_permanent,31,13,127,5,true,true,1.0000,1.0000,1.0000,699,true
raft,crash_permanent,31,13,144,6,true,true,1.0000,1.0000,1.0000,1257,true
raft,crash_permanent,31,13,161,7,true,true,1.0000,1.0000,1.0000,798,true
raft,crash_permanent,31,13,178,8,true,true,1.0000,1.0000,1.0000,744,true
raft,crash_permanent,31,13,195,9,true,true,1.0000,1.0000,1.0000,702,true
raft_robust,crash_permanent,31,13,42,0,true,true,1.0000,1.0000,1.0000,1248,true
raft_robust,crash_permanent,31,13,59,1,true,true,1.0000,1.0000,1.0000,943,true
raft_robust,crash_permanent,31,13,76,2,true,true,1.0000,1.0000,1.0000,954,true
raft_robust,crash_permanent,31,13,93,3,true,true,1.0000,1.0000,1.0000,803,true
raft_robust,crash_permanent,31,13,110,4,true,true,1.0000,1.0000,1.0000,932,true
raft_robust,crash_permanent,31,13,127,5,true,true,1.0000,1.0000,1.0000,699,true
raft_robust,crash_permanent,31,13,144,6,true,true,1.0000,1.0000,1.0000,1257,true
raft_robust,crash_permanent,31,13,161,7,true,true,1.0000,1.0000,1.0000,798,true
raft_robust,crash_permanent,31,13,178,8,true,true,1.0000,1.0000,1.0000,744,true
raft_robust,crash_permanent,31,13,195,9,true,true,1.0000,1.0000,1.0000,702,true
bully,crash_permanent,31,14,42,0,true,true,1.0000,1.0000,1.0000,3159,true
bully,crash_permanent,31,14,59,1,true,true,1.0000,1.0000,1.0000,3118,true
bully,crash_permanent,31,14,76,2,true,true,1.0000,1.0000,1.0000,3068,true
bully,crash_permanent,31,14,93,3,true,true,1.0000,1.0000,1.0000,3197,true
bully,crash_permanent,31,14,110,4,true,true,1.0000,1.0000,1.0000,3146,true
bully,crash_permanent,31,14,127,5,true,true,1.0000,1.0000,1.0000,3111,true
bully,crash_permanent,31,14,144,6,true,true,1.0000,1.0000,1.0000,3132,true
bully,crash_permanent,31,14,161,7,true,true,1.0000,1.0000,1.0000,2999,true
bully,crash_permanent,31,14,178,8,true,true,1.0000,1.0000,1.0000,3072,true
bully,crash_permanent,31,14,195,9,true,true,1.0000,1.0000,1.0000,2874,true
raft,crash_permanent,31,14,42,0,true,true,1.0000,1.0000,1.0000,1214,true
raft,crash_permanent,31,14,59,1,true,true,1.0000,1.0000,1.0000,1644,true
raft,crash_permanent,31,14,76,2,true,true,1.0000,1.0000,1.0000,1018,true
raft,crash_permanent,31,14,93,3,true,true,1.0000,1.0000,1.0000,1546,true
raft,crash_permanent,31,14,110,4,true,true,1.0000,1.0000,1.0000,1258,true
raft,crash_permanent,31,14,127,5,true,true,1.0000,1.0000,1.0000,783,true
raft,crash_permanent,31,14,144,6,true,true,1.0000,1.0000,1.0000,1692,true
raft,crash_permanent,31,14,161,7,true,true,1.0000,1.0000,1.0000,976,true
raft,crash_permanent,31,14,178,8,true,true,1.0000,1.0000,1.0000,734,true
raft,crash_permanent,31,14,195,9,true,true,1.0000,1.0000,1.0000,1933,true
raft_robust,crash_permanent,31,14,42,0,true,true,1.0000,1.0000,1.0000,1214,true
raft_robust,crash_permanent,31,14,59,1,true,true,1.0000,1.0000,1.0000,1644,true
raft_robust,crash_permanent,31,14,76,2,true,true,1.0000,1.0000,1.0000,1018,true
raft_robust,crash_permanent,31,14,93,3,true,true,1.0000,1.0000,1.0000,1546,true
raft_robust,crash_permanent,31,14,110,4,true,true,1.0000,1.0000,1.0000,1258,true
raft_robust,crash_permanent,31,14,127,5,true,true,1.0000,1.0000,1.0000,783,true
raft_robust,crash_permanent,31,14,144,6,true,true,1.0000,1.0000,1.0000,1692,true
raft_robust,crash_permanent,31,14,161,7,true,true,1.0000,1.0000,1.0000,976,true
raft_robust,crash_permanent,31,14,178,8,true,true,1.0000,1.0000,1.0000,734,true
raft_robust,crash_permanent,31,14,195,9,true,true,1.0000,1.0000,1.0000,1933,true
bully,crash_permanent,31,15,42,0,true,true,1.0000,1.0000,1.0000,3186,true
bully,crash_permanent,31,15,59,1,true,true,1.0000,1.0000,1.0000,2928,true
bully,crash_permanent,31,15,76,2,true,true,1.0000,1.0000,1.0000,2884,true
bully,crash_permanent,31,15,93,3,true,true,1.0000,1.0000,1.0000,3043,true
bully,crash_permanent,31,15,110,4,true,true,1.0000,1.0000,1.0000,3081,true
bully,crash_permanent,31,15,127,5,true,true,1.0000,1.0000,1.0000,3096,true
bully,crash_permanent,31,15,144,6,true,true,1.0000,1.0000,1.0000,3045,true
bully,crash_permanent,31,15,161,7,true,true,1.0000,1.0000,1.0000,3093,true
bully,crash_permanent,31,15,178,8,true,true,1.0000,1.0000,1.0000,2892,true
bully,crash_permanent,31,15,195,9,true,true,1.0000,1.0000,1.0000,2984,true
raft,crash_permanent,31,15,42,0,true,true,1.0000,1.0000,1.0000,892,true
raft,crash_permanent,31,15,59,1,true,true,1.0000,1.0000,1.0000,804,true
raft,crash_permanent,31,15,76,2,true,true,1.0000,1.0000,1.0000,5067,true
raft,crash_permanent,31,15,93,3,true,true,1.0000,1.0000,1.0000,1654,true
raft,crash_permanent,31,15,110,4,true,true,1.0000,1.0000,1.0000,1693,true
raft,crash_permanent,31,15,127,5,true,true,1.0000,1.0000,1.0000,2050,true
raft,crash_permanent,31,15,144,6,true,true,1.0000,1.0000,1.0000,2389,true
raft,crash_permanent,31,15,161,7,true,true,1.0000,1.0000,1.0000,4315,true
raft,crash_permanent,31,15,178,8,true,true,1.0000,1.0000,1.0000,1403,true
raft,crash_permanent,31,15,195,9,true,true,1.0000,1.0000,1.0000,2886,true
raft_robust,crash_permanent,31,15,42,0,true,true,1.0000,1.0000,1.0000,892,true
raft_robust,crash_permanent,31,15,59,1,true,true,1.0000,1.0000,1.0000,804,true
raft_robust,crash_permanent,31,15,76,2,true,true,1.0000,1.0000,1.0000,5067,true
raft_robust,crash_permanent,31,15,93,3,true,true,1.0000,1.0000,1.0000,1654,true
raft_robust,crash_permanent,31,15,110,4,true,true,1.0000,1.0000,1.0000,1693,true
raft_robust,crash_permanent,31,15,127,5,true,true,1.0000,1.0000,1.0000,2050,true
raft_robust,crash_permanent,31,15,144,6,true,true,1.0000,1.0000,1.0000,2389,true
raft_robust,crash_permanent,31,15,161,7,true,true,1.0000,1.0000,1.0000,4315,true
raft_robust,crash_permanent,31,15,178,8,true,true,1.0000,1.0000,1.0000,1403,true
raft_robust,crash_permanent,31,15,195,9,true,true,1.0000,1.0000,1.0000,2886,true
bully,crash_permanent,31,16,42,0,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,59,1,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,76,2,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,93,3,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,110,4,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,127,5,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,144,6,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,161,7,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,178,8,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,16,195,9,true,true,1.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,16,195,9,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,16,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,42,0,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,59,1,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,76,2,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,93,3,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,110,4,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,127,5,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,144,6,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,161,7,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,178,8,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,17,195,9,true,true,1.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,17,195,9,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,17,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,42,0,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,59,1,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,76,2,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,93,3,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,110,4,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,127,5,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,144,6,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,161,7,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,178,8,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,18,195,9,true,true,1.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,18,195,9,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,18,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,42,0,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,59,1,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,76,2,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,93,3,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,110,4,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,127,5,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,144,6,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,161,7,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,178,8,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,19,195,9,true,true,1.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,19,195,9,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,19,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,42,0,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,59,1,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,76,2,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,93,3,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,110,4,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,127,5,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,144,6,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,161,7,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,178,8,true,true,1.0000,0.0000,0.0000,50000,false
bully,crash_permanent,31,20,195,9,true,true,1.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft,crash_permanent,31,20,195,9,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,crash_permanent,31,20,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,byz_active,31,0,42,0,true,true,1.0000,1.0000,1.0000,2020,true
bully,byz_active,31,0,59,1,true,true,1.0000,1.0000,1.0000,1837,true
bully,byz_active,31,0,76,2,true,true,1.0000,1.0000,1.0000,1930,true
bully,byz_active,31,0,93,3,true,true,1.0000,1.0000,1.0000,1941,true
bully,byz_active,31,0,110,4,true,true,1.0000,1.0000,1.0000,1889,true
bully,byz_active,31,0,127,5,true,true,1.0000,1.0000,1.0000,1781,true
bully,byz_active,31,0,144,6,true,true,1.0000,1.0000,1.0000,1920,true
bully,byz_active,31,0,161,7,true,true,1.0000,1.0000,1.0000,1731,true
bully,byz_active,31,0,178,8,true,true,1.0000,1.0000,1.0000,1782,true
bully,byz_active,31,0,195,9,true,true,1.0000,1.0000,1.0000,1772,true
raft,byz_active,31,0,42,0,true,true,1.0000,1.0000,1.0000,986,true
raft,byz_active,31,0,59,1,true,true,1.0000,1.0000,1.0000,978,true
raft,byz_active,31,0,76,2,true,true,1.0000,1.0000,1.0000,1038,true
raft,byz_active,31,0,93,3,true,true,1.0000,1.0000,1.0000,917,true
raft,byz_active,31,0,110,4,true,true,1.0000,1.0000,1.0000,1026,true
raft,byz_active,31,0,127,5,true,true,1.0000,1.0000,1.0000,969,true
raft,byz_active,31,0,144,6,true,true,1.0000,1.0000,1.0000,1042,true
raft,byz_active,31,0,161,7,true,true,1.0000,1.0000,1.0000,921,true
raft,byz_active,31,0,178,8,true,true,1.0000,1.0000,1.0000,916,true
raft,byz_active,31,0,195,9,true,true,1.0000,1.0000,1.0000,911,true
raft_robust,byz_active,31,0,42,0,true,true,1.0000,1.0000,1.0000,986,true
raft_robust,byz_active,31,0,59,1,true,true,1.0000,1.0000,1.0000,978,true
raft_robust,byz_active,31,0,76,2,true,true,1.0000,1.0000,1.0000,1038,true
raft_robust,byz_active,31,0,93,3,true,true,1.0000,1.0000,1.0000,917,true
raft_robust,byz_active,31,0,110,4,true,true,1.0000,1.0000,1.0000,1026,true
raft_robust,byz_active,31,0,127,5,true,true,1.0000,1.0000,1.0000,969,true
