algorithm,failure_type,n,f,seed,repetition,leader_elected,leader_correct,leader_agreement,values_committed,values_correct,steps,terminated
raft_robust,byz_leader,31,10,76,2,true,true,1.0000,1.0000,0.0000,1400,true
raft_robust,byz_leader,31,10,93,3,true,true,1.0000,1.0000,0.0000,1491,true
raft_robust,byz_leader,31,10,110,4,true,true,1.0000,1.0000,0.0000,1687,true
raft_robust,byz_leader,31,10,127,5,true,true,1.0000,1.0000,0.0000,1564,true
raft_robust,byz_leader,31,10,144,6,true,true,1.0000,1.0000,0.0000,1705,true
raft_robust,byz_leader,31,10,161,7,true,true,1.0000,1.0000,0.0000,1595,true
raft_robust,byz_leader,31,10,178,8,true,true,1.0000,1.0000,0.0000,1651,true
raft_robust,byz_leader,31,10,195,9,true,true,1.0000,1.0000,0.0000,1608,true
bully,byz_leader,31,11,42,0,true,false,1.0000,0.4500,0.0000,50000,false
bully,byz_leader,31,11,59,1,true,false,0.6000,0.6000,0.0000,50000,false
bully,byz_leader,31,11,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,11,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,11,110,4,true,false,1.0000,0.6000,0.0000,50000,false
bully,byz_leader,31,11,127,5,true,false,1.0000,0.6500,0.0000,50000,false
bully,byz_leader,31,11,144,6,true,false,1.0000,0.5000,0.0000,50000,false
bully,byz_leader,31,11,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,11,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,11,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,11,42,0,true,true,1.0000,1.0000,0.0000,1784,true
raft,byz_leader,31,11,59,1,true,true,1.0000,1.0000,0.0000,1513,true
raft,byz_leader,31,11,76,2,true,true,1.0000,1.0000,0.0000,1904,true
raft,byz_leader,31,11,93,3,true,true,1.0000,1.0000,0.0000,1869,true
raft,byz_leader,31,11,110,4,true,true,1.0000,1.0000,0.0000,1639,true
raft,byz_leader,31,11,127,5,true,true,1.0000,1.0000,0.0000,1534,true
raft,byz_leader,31,11,144,6,true,true,1.0000,1.0000,0.0000,1649,true
raft,byz_leader,31,11,161,7,true,true,1.0000,1.0000,0.0000,1677,true
raft,byz_leader,31,11,178,8,true,true,1.0000,1.0000,0.0000,1450,true
raft,byz_leader,31,11,195,9,true,true,1.0000,1.0000,0.0000,1593,true
raft_robust,byz_leader,31,11,42,0,true,true,1.0000,1.0000,0.0000,1784,true
raft_robust,byz_leader,31,11,59,1,true,true,1.0000,1.0000,0.0000,1513,true
raft_robust,byz_leader,31,11,76,2,true,true,1.0000,1.0000,0.0000,1904,true
raft_robust,byz_leader,31,11,93,3,true,true,1.0000,1.0000,0.0000,1869,true
raft_robust,byz_leader,31,11,110,4,true,true,1.0000,1.0000,0.0000,1639,true
raft_robust,byz_leader,31,11,127,5,true,true,1.0000,1.0000,0.0000,1534,true
raft_robust,byz_leader,31,11,144,6,true,true,1.0000,1.0000,0.0000,1649,true
raft_robust,byz_leader,31,11,161,7,true,true,1.0000,1.0000,0.0000,1677,true
raft_robust,byz_leader,31,11,178,8,true,true,1.0000,1.0000,0.0000,1450,true
raft_robust,byz_leader,31,11,195,9,true,true,1.0000,1.0000,0.0000,1593,true
bully,byz_leader,31,12,42,0,true,false,1.0000,0.3158,0.0000,50000,false
bully,byz_leader,31,12,59,1,true,false,1.0000,0.4211,0.0000,50000,false
bully,byz_leader,31,12,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,12,93,3,true,false,1.0000,0.5789,0.0000,50000,false
bully,byz_leader,31,12,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,12,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,12,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,12,161,7,true,false,1.0000,0.5789,0.0000,50000,false
bully,byz_leader,31,12,178,8,true,false,1.0000,0.5789,0.0000,50000,false
bully,byz_leader,31,12,195,9,true,false,1.0000,0.6316,0.0000,50000,false
raft,byz_leader,31,12,42,0,true,true,1.0000,1.0000,0.0000,1753,true
raft,byz_leader,31,12,59,1,true,true,1.0000,1.0000,0.0000,1581,true
raft,byz_leader,31,12,76,2,true,true,1.0000,1.0000,0.0000,1415,true
raft,byz_leader,31,12,93,3,true,true,1.0000,1.0000,1.0000,1514,true
raft,byz_leader,31,12,110,4,true,true,1.0000,1.0000,0.0000,1485,true
raft,byz_leader,31,12,127,5,true,true,1.0000,1.0000,0.0000,1597,true
raft,byz_leader,31,12,144,6,true,true,1.0000,1.0000,0.0000,1718,true
raft,byz_leader,31,12,161,7,true,true,1.0000,1.0000,0.0000,1686,true
raft,byz_leader,31,12,178,8,true,true,1.0000,1.0000,0.0000,1423,true
raft,byz_leader,31,12,195,9,true,true,1.0000,1.0000,0.0000,1631,true
raft_robust,byz_leader,31,12,42,0,true,true,1.0000,1.0000,0.0000,1753,true
raft_robust,byz_leader,31,12,59,1,true,true,1.0000,1.0000,0.0000,1581,true
raft_robust,byz_leader,31,12,76,2,true,true,1.0000,1.0000,0.0000,1415,true
raft_robust,byz_leader,31,12,93,3,true,true,1.0000,1.0000,1.0000,1514,true
raft_robust,byz_leader,31,12,110,4,true,true,1.0000,1.0000,0.0000,1485,true
raft_robust,byz_leader,31,12,127,5,true,true,1.0000,1.0000,0.0000,1597,true
raft_robust,byz_leader,31,12,144,6,true,true,1.0000,1.0000,0.0000,1718,true
raft_robust,byz_leader,31,12,161,7,true,true,1.0000,1.0000,0.0000,1686,true
raft_robust,byz_leader,31,12,178,8,true,true,1.0000,1.0000,0.0000,1423,true
raft_robust,byz_leader,31,12,195,9,true,true,1.0000,1.0000,0.0000,1631,true
bully,byz_leader,31,13,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,13,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,13,42,0,true,true,1.0000,1.0000,0.0000,1645,true
raft,byz_leader,31,13,59,1,true,true,1.0000,1.0000,0.0000,1543,true
raft,byz_leader,31,13,76,2,true,true,1.0000,1.0000,0.0000,1594,true
raft,byz_leader,31,13,93,3,true,true,1.0000,1.0000,0.0000,1509,true
raft,byz_leader,31,13,110,4,true,true,1.0000,1.0000,0.0000,1690,true
raft,byz_leader,31,13,127,5,true,true,1.0000,1.0000,1.0000,1549,true
raft,byz_leader,31,13,144,6,true,true,1.0000,1.0000,0.0000,1740,true
raft,byz_leader,31,13,161,7,true,true,1.0000,1.0000,0.0000,1610,true
raft,byz_leader,31,13,178,8,true,true,1.0000,1.0000,1.0000,1627,true
raft,byz_leader,31,13,195,9,true,true,1.0000,1.0000,0.0000,1456,true
raft_robust,byz_leader,31,13,42,0,true,true,1.0000,1.0000,0.0000,1645,true
raft_robust,byz_leader,31,13,59,1,true,true,1.0000,1.0000,0.0000,1543,true
raft_robust,byz_leader,31,13,76,2,true,true,1.0000,1.0000,0.0000,1594,true
raft_robust,byz_leader,31,13,93,3,true,true,1.0000,1.0000,0.0000,1509,true
raft_robust,byz_leader,31,13,110,4,true,true,1.0000,1.0000,0.0000,1690,true
raft_robust,byz_leader,31,13,127,5,true,true,1.0000,1.0000,1.0000,1549,true
raft_robust,byz_leader,31,13,144,6,true,true,1.0000,1.0000,0.0000,1740,true
raft_robust,byz_leader,31,13,161,7,true,true,1.0000,1.0000,0.0000,1610,true
raft_robust,byz_leader,31,13,178,8,true,true,1.0000,1.0000,1.0000,1627,true
raft_robust,byz_leader,31,13,195,9,true,true,1.0000,1.0000,0.0000,1456,true
bully,byz_leader,31,14,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,14,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,14,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,14,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,14,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,14,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,14,144,6,true,false,1.0000,0.5294,0.0000,50000,false
bully,byz_leader,31,14,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,14,178,8,true,false,1.0000,0.4706,0.0000,50000,false
bully,byz_leader,31,14,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,14,42,0,true,true,1.0000,1.0000,0.0000,1659,true
raft,byz_leader,31,14,59,1,true,true,1.0000,1.0000,0.0000,1798,true
raft,byz_leader,31,14,76,2,true,true,1.0000,1.0000,0.0000,1359,true
raft,byz_leader,31,14,93,3,true,true,1.0000,1.0000,0.0000,1713,true
raft,byz_leader,31,14,110,4,true,true,1.0000,1.0000,0.0000,1563,true
raft,byz_leader,31,14,127,5,true,true,1.0000,1.0000,0.0000,1691,true
raft,byz_leader,31,14,144,6,true,true,1.0000,1.0000,0.0000,1729,true
raft,byz_leader,31,14,161,7,true,true,1.0000,1.0000,1.0000,1536,true
raft,byz_leader,31,14,178,8,true,true,1.0000,1.0000,0.0000,1684,true
raft,byz_leader,31,14,195,9,true,true,1.0000,1.0000,1.0000,1627,true
raft_robust,byz_leader,31,14,42,0,true,true,1.0000,1.0000,0.0000,1659,true
raft_robust,byz_leader,31,14,59,1,true,true,1.0000,1.0000,0.0000,1798,true
raft_robust,byz_leader,31,14,76,2,true,true,1.0000,1.0000,0.0000,1359,true
raft_robust,byz_leader,31,14,93,3,true,true,1.0000,1.0000,0.0000,1713,true
raft_robust,byz_leader,31,14,110,4,true,true,1.0000,1.0000,0.0000,1563,true
raft_robust,byz_leader,31,14,127,5,true,true,1.0000,1.0000,0.0000,1691,true
raft_robust,byz_leader,31,14,144,6,true,true,1.0000,1.0000,0.0000,1729,true
raft_robust,byz_leader,31,14,161,7,true,true,1.0000,1.0000,1.0000,1536,true
raft_robust,byz_leader,31,14,178,8,true,true,1.0000,1.0000,0.0000,1684,true
raft_robust,byz_leader,31,14,195,9,true,true,1.0000,1.0000,1.0000,1627,true
bully,byz_leader,31,15,42,0,true,false,1.0000,0.3750,0.0000,50000,false
bully,byz_leader,31,15,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,15,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,15,93,3,true,false,1.0000,0.3125,0.0000,50000,false
bully,byz_leader,31,15,110,4,true,false,0.6250,0.3125,0.0000,50000,false
bully,byz_leader,31,15,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,15,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,15,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,15,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,15,195,9,true,false,1.0000,0.4375,0.0000,50000,false
raft,byz_leader,31,15,42,0,true,true,1.0000,1.0000,0.0000,1818,true
raft,byz_leader,31,15,59,1,true,true,1.0000,1.0000,0.0000,1625,true
raft,byz_leader,31,15,76,2,true,true,1.0000,1.0000,0.0000,1418,true
raft,byz_leader,31,15,93,3,true,true,1.0000,1.0000,0.0000,1694,true
raft,byz_leader,31,15,110,4,false,false,1.0000,1.0000,0.0000,50000,false
raft,byz_leader,31,15,127,5,true,true,1.0000,1.0000,0.0000,1625,true
raft,byz_leader,31,15,144,6,true,true,1.0000,1.0000,0.0000,1775,true
raft,byz_leader,31,15,161,7,true,true,1.0000,1.0000,0.0000,1558,true
raft,byz_leader,31,15,178,8,true,true,1.0000,1.0000,0.0000,1530,true
raft,byz_leader,31,15,195,9,false,false,1.0000,1.0000,0.0000,50000,false
raft_robust,byz_leader,31,15,42,0,true,true,1.0000,1.0000,0.0000,1818,true
raft_robust,byz_leader,31,15,59,1,true,true,1.0000,1.0000,0.0000,1625,true
raft_robust,byz_leader,31,15,76,2,true,true,1.0000,1.0000,0.0000,1418,true
raft_robust,byz_leader,31,15,93,3,true,true,1.0000,1.0000,0.0000,1694,true
raft_robust,byz_leader,31,15,110,4,false,false,1.0000,1.0000,0.0000,50000,false
raft_robust,byz_leader,31,15,127,5,true,true,1.0000,1.0000,0.0000,1625,true
raft_robust,byz_leader,31,15,144,6,true,true,1.0000,1.0000,0.0000,1775,true
raft_robust,byz_leader,31,15,161,7,true,true,1.0000,1.0000,0.0000,1558,true
raft_robust,byz_leader,31,15,178,8,true,true,1.0000,1.0000,0.0000,1530,true
raft_robust,byz_leader,31,15,195,9,false,false,1.0000,1.0000,0.0000,50000,false
bully,byz_leader,31,16,42,0,true,false,0.9333,0.5333,0.0000,50000,false
bully,byz_leader,31,16,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,16,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,16,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,16,110,4,true,false,1.0000,0.4667,0.0000,50000,false
bully,byz_leader,31,16,127,5,true,false,1.0000,0.6000,0.0000,50000,false
bully,byz_leader,31,16,144,6,true,false,1.0000,0.6667,0.0000,50000,false
bully,byz_leader,31,16,161,7,true,false,1.0000,0.4667,0.0000,50000,false
bully,byz_leader,31,16,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,16,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,16,42,0,false,false,1.0000,1.0000,0.0000,50000,false
raft,byz_leader,31,16,59,1,true,true,1.0000,1.0000,1.0000,1443,true
raft,byz_leader,31,16,76,2,true,true,1.0000,1.0000,0.0000,1678,true
raft,byz_leader,31,16,93,3,true,true,1.0000,1.0000,0.0000,1690,true
raft,byz_leader,31,16,110,4,true,true,1.0000,1.0000,0.0000,1806,true
raft,byz_leader,31,16,127,5,true,true,1.0000,1.0000,0.0000,1645,true
raft,byz_leader,31,16,144,6,true,true,1.0000,1.0000,0.0000,1764,true
raft,byz_leader,31,16,161,7,true,true,1.0000,1.0000,1.0000,1442,true
raft,byz_leader,31,16,178,8,true,true,1.0000,1.0000,0.0000,1384,true
raft,byz_leader,31,16,195,9,true,true,1.0000,1.0000,0.0000,1586,true
raft_robust,byz_leader,31,16,42,0,false,false,1.0000,1.0000,0.0000,50000,false
raft_robust,byz_leader,31,16,59,1,true,true,1.0000,1.0000,1.0000,1443,true
raft_robust,byz_leader,31,16,76,2,true,true,1.0000,1.0000,0.0000,1678,true
raft_robust,byz_leader,31,16,93,3,true,true,1.0000,1.0000,0.0000,1690,true
raft_robust,byz_leader,31,16,110,4,true,true,1.0000,1.0000,0.0000,1806,true
raft_robust,byz_leader,31,16,127,5,true,true,1.0000,1.0000,0.0000,1645,true
raft_robust,byz_leader,31,16,144,6,true,true,1.0000,1.0000,0.0000,1764,true
raft_robust,byz_leader,31,16,161,7,true,true,1.0000,1.0000,1.0000,1442,true
raft_robust,byz_leader,31,16,178,8,true,true,1.0000,1.0000,0.0000,1384,true
raft_robust,byz_leader,31,16,195,9,true,true,1.0000,1.0000,0.0000,1586,true
bully,byz_leader,31,17,42,0,true,false,1.0000,0.6429,0.0000,50000,false
bully,byz_leader,31,17,59,1,true,false,1.0000,0.6429,0.0000,50000,false
bully,byz_leader,31,17,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,17,93,3,true,false,0.5000,0.4286,0.0000,50000,false
bully,byz_leader,31,17,110,4,true,false,1.0000,0.4286,0.0000,50000,false
bully,byz_leader,31,17,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,17,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,17,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,17,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,17,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,17,42,0,true,true,1.0000,1.0000,0.0000,1698,true
raft,byz_leader,31,17,59,1,true,true,1.0000,1.0000,0.0000,1469,true
raft,byz_leader,31,17,76,2,true,true,1.0000,1.0000,0.0000,1480,true
raft,byz_leader,31,17,93,3,true,true,1.0000,1.0000,0.0000,1483,true
raft,byz_leader,31,17,110,4,true,true,1.0000,1.0000,0.0000,1798,true
raft,byz_leader,31,17,127,5,true,true,1.0000,1.0000,0.0000,1722,true
raft,byz_leader,31,17,144,6,true,true,1.0000,1.0000,0.0000,2004,true
raft,byz_leader,31,17,161,7,true,true,1.0000,1.0000,0.0000,1555,true
raft,byz_leader,31,17,178,8,true,true,1.0000,1.0000,0.0000,1694,true
raft,byz_leader,31,17,195,9,true,true,1.0000,1.0000,1.0000,1475,true
raft_robust,byz_leader,31,17,42,0,true,true,1.0000,1.0000,0.0000,1698,true
raft_robust,byz_leader,31,17,59,1,true,true,1.0000,1.0000,0.0000,1469,true
raft_robust,byz_leader,31,17,76,2,true,true,1.0000,1.0000,0.0000,1480,true
raft_robust,byz_leader,31,17,93,3,true,true,1.0000,1.0000,0.0000,1483,true
raft_robust,byz_leader,31,17,110,4,true,true,1.0000,1.0000,0.0000,1798,true
raft_robust,byz_leader,31,17,127,5,true,true,1.0000,1.0000,0.0000,1722,true
raft_robust,byz_leader,31,17,144,6,true,true,1.0000,1.0000,0.0000,2004,true
raft_robust,byz_leader,31,17,161,7,true,true,1.0000,1.0000,0.0000,1555,true
raft_robust,byz_leader,31,17,178,8,true,true,1.0000,1.0000,0.0000,1694,true
raft_robust,byz_leader,31,17,195,9,true,true,1.0000,1.0000,1.0000,1475,true
bully,byz_leader,31,18,42,0,true,false,1.0000,0.3846,0.0000,50000,false
bully,byz_leader,31,18,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,18,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,18,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,18,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,18,127,5,true,false,1.0000,0.6154,0.0000,50000,false
bully,byz_leader,31,18,144,6,true,false,1.0000,0.5385,0.0000,50000,false
bully,byz_leader,31,18,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,18,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,18,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,18,42,0,true,true,1.0000,1.0000,0.0000,1914,true
raft,byz_leader,31,18,59,1,true,true,1.0000,1.0000,0.0000,1724,true
raft,byz_leader,31,18,76,2,true,true,1.0000,1.0000,0.0000,1445,true
raft,byz_leader,31,18,93,3,true,true,1.0000,1.0000,0.0000,1556,true
raft,byz_leader,31,18,110,4,true,true,1.0000,1.0000,0.0000,1674,true
raft,byz_leader,31,18,127,5,true,true,1.0000,1.0000,0.0000,1586,true
raft,byz_leader,31,18,144,6,true,true,1.0000,1.0000,0.0000,1763,true
raft,byz_leader,31,18,161,7,true,true,1.0000,1.0000,0.0000,1637,true
raft,byz_leader,31,18,178,8,true,true,1.0000,1.0000,0.0000,1647,true
raft,byz_leader,31,18,195,9,true,true,1.0000,1.0000,0.0000,1748,true
raft_robust,byz_leader,31,18,42,0,true,true,1.0000,1.0000,0.0000,1914,true
raft_robust,byz_leader,31,18,59,1,true,true,1.0000,1.0000,0.0000,1724,true
raft_robust,byz_leader,31,18,76,2,true,true,1.0000,1.0000,0.0000,1445,true
raft_robust,byz_leader,31,18,93,3,true,true,1.0000,1.0000,0.0000,1556,true
raft_robust,byz_leader,31,18,110,4,true,true,1.0000,1.0000,0.0000,1674,true
raft_robust,byz_leader,31,18,127,5,true,true,1.0000,1.0000,0.0000,1586,true
raft_robust,byz_leader,31,18,144,6,true,true,1.0000,1.0000,0.0000,1763,true
raft_robust,byz_leader,31,18,161,7,true,true,1.0000,1.0000,0.0000,1637,true
raft_robust,byz_leader,31,18,178,8,true,true,1.0000,1.0000,0.0000,1647,true
raft_robust,byz_leader,31,18,195,9,true,true,1.0000,1.0000,0.0000,1748,true
bully,byz_leader,31,19,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,19,59,1,true,false,0.6667,0.4167,0.0000,50000,false
bully,byz_leader,31,19,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,19,93,3,true,false,1.0000,0.6667,0.0000,50000,false
bully,byz_leader,31,19,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,19,127,5,true,false,1.0000,0.5833,0.0000,50000,false
bully,byz_leader,31,19,144,6,true,false,1.0000,0.1667,0.0000,50000,false
bully,byz_leader,31,19,161,7,true,false,1.0000,0.5833,0.0000,50000,false
bully,byz_leader,31,19,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,19,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,19,42,0,true,true,1.0000,1.0000,0.0000,1758,true
raft,byz_leader,31,19,59,1,true,true,1.0000,1.0000,0.0000,1560,true
raft,byz_leader,31,19,76,2,true,true,1.0000,1.0000,0.0000,1714,true
raft,byz_leader,31,19,93,3,true,true,1.0000,1.0000,0.0000,1590,true
raft,byz_leader,31,19,110,4,true,true,1.0000,1.0000,0.0000,1533,true
raft,byz_leader,31,19,127,5,true,true,1.0000,1.0000,1.0000,1614,true
raft,byz_leader,31,19,144,6,true,true,1.0000,1.0000,0.0000,2109,true
raft,byz_leader,31,19,161,7,true,true,1.0000,1.0000,0.0000,1757,true
raft,byz_leader,31,19,178,8,true,true,1.0000,1.0000,1.0000,1572,true
raft,byz_leader,31,19,195,9,true,true,1.0000,1.0000,0.0000,1514,true
raft_robust,byz_leader,31,19,42,0,true,true,1.0000,1.0000,0.0000,1758,true
raft_robust,byz_leader,31,19,59,1,true,true,1.0000,1.0000,0.0000,1560,true
raft_robust,byz_leader,31,19,76,2,true,true,1.0000,1.0000,0.0000,1714,true
raft_robust,byz_leader,31,19,93,3,true,true,1.0000,1.0000,0.0000,1590,true
raft_robust,byz_leader,31,19,110,4,true,true,1.0000,1.0000,0.0000,1533,true
raft_robust,byz_leader,31,19,127,5,true,true,1.0000,1.0000,1.0000,1614,true
raft_robust,byz_leader,31,19,144,6,true,true,1.0000,1.0000,0.0000,2109,true
raft_robust,byz_leader,31,19,161,7,true,true,1.0000,1.0000,0.0000,1757,true
raft_robust,byz_leader,31,19,178,8,true,true,1.0000,1.0000,1.0000,1572,true
raft_robust,byz_leader,31,19,195,9,true,true,1.0000,1.0000,0.0000,1514,true
bully,byz_leader,31,20,42,0,true,false,1.0000,0.6364,0.0000,50000,false
bully,byz_leader,31,20,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,20,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,20,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,20,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,20,127,5,true,false,1.0000,0.8182,0.0000,50000,false
bully,byz_leader,31,20,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,20,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,20,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_leader,31,20,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_leader,31,20,42,0,true,true,1.0000,1.0000,0.0000,1957,true
raft,byz_leader,31,20,59,1,true,true,1.0000,1.0000,0.0000,1745,true
raft,byz_leader,31,20,76,2,true,true,1.0000,1.0000,0.0000,1856,true
raft,byz_leader,31,20,93,3,true,true,1.0000,1.0000,0.0000,2005,true
raft,byz_leader,31,20,110,4,true,true,1.0000,1.0000,0.0000,1705,true
raft,byz_leader,31,20,127,5,true,true,1.0000,1.0000,0.0000,1861,true
raft,byz_leader,31,20,144,6,true,true,1.0000,1.0000,0.0000,1851,true
raft,byz_leader,31,20,161,7,true,true,1.0000,1.0000,0.0000,1806,true
raft,byz_leader,31,20,178,8,true,true,1.0000,1.0000,0.0000,1660,true
raft,byz_leader,31,20,195,9,true,true,1.0000,1.0000,0.0000,2019,true
raft_robust,byz_leader,31,20,42,0,true,true,1.0000,1.0000,0.0000,1957,true
raft_robust,byz_leader,31,20,59,1,true,true,1.0000,1.0000,0.0000,1745,true
raft_robust,byz_leader,31,20,76,2,true,true,1.0000,1.0000,0.0000,1856,true
raft_robust,byz_leader,31,20,93,3,true,true,1.0000,1.0000,0.0000,2005,true
raft_robust,byz_leader,31,20,110,4,true,true,1.0000,1.0000,0.0000,1705,true
raft_robust,byz_leader,31,20,127,5,true,true,1.0000,1.0000,0.0000,1861,true
raft_robust,byz_leader,31,20,144,6,true,true,1.0000,1.0000,0.0000,1851,true
raft_robust,byz_leader,31,20,161,7,true,true,1.0000,1.0000,0.0000,1806,true
raft_robust,byz_leader,31,20,178,8,true,true,1.0000,1.0000,0.0000,1660,true
raft_robust,byz_leader,31,20,195,9,true,true,1.0000,1.0000,0.0000,2019,true
